"Image for Short Description","Bild für Kurzbeschreibung"
"Resize Image Height","Ändern Bildhöhe"
"Resize Image Width","Ändern Bildbreite"
"Show Image","Bild anzeigen"
"Short Description","Kurzbeschreibung"
"Image for Full Description","Bild für die vollständige Beschreibung"
"Full Description","Vollständige Beschreibung"
"Comments are not enabled.","Kommentare sind nicht aktiviert."
"Your comment has been successfully sent. It will be displayed displayed approval by our admin","Ihr Kommentar wurde erfolgreich versendet. Es wird nach Genehmigung nach Admin angezeigt."
"Thank you for adding a comment.","Vielen Dank für das Hinzufügen eines Kommentars."
"Page access error","Fehler beim Zugriff auf"
"Category was successfully saved","Kategorie wurde erfolgreich gespeichert"
"Category was successfully deleted","Kategorie wurde erfolgreich gelöscht"
"Comment was successfully saved","Kommentar wurde erfolgreich gespeichert"
"Comment was successfully deleted","Kommentar wurde erfolgreich gelöscht"
"News article does not exist","Gibt es keine solche Nachrichten"
"News Item with such url_key already exists","Die gleiche url_key bereits existiert"
"News Category with such url_key already exists","Die gleiche url_key bereits existiert"
"News article has been successfully saved","Nachricht Artikel wurde erfolgreich gespeichert"
"No items to save","Keine Artikel zu speichern"
"Platform version is not correct for News module!","Platform Version ist nicht unterstützt"
"Submit Comment","Kommentar abschicken"
"Name","Name"
"Email","E-Mail"
"You must be logged in to post a comment.","Sie mussen eingeloggt sein um einen Kommentar abschicken"
"click here","klicken hier"
"to log in","um sich einzuloggen"
"News Settings","Nachrichten Einstellungen"
"News Title","Nachrichten Titel"
"Route to News","Nachrichten Seite URL"
"Show Breadcrumbs","zeigen Breadcrumbs"
"Articles per Page","Artikel pro Seite"
"Articles Limit", "max Anzahl der Artikeln"
"Show News Category Block in Right Column", "Nachrichtkategorien in der rechten Block zeigen"
"Show News Category Block in Left Column", "Nachrichtkategorien in der linken Block zeigen"
"The number of articles displayed per page","Die Anzahl der Artikel pro Seite"
"Show Latest News Block","Letzte Nachrichten Block zeigen"
"Articles in the Latest News Block","Artikeln in der Letzte Nachrichten Block"
"Set the number","Stellen Sie die Anzahl"
"Show Date of the News","Datum der Nachricht zeigen"
"Show Time of the News","Zeit der Nachricht zeigen"
"Show Author of the News","Autor der Nachricht zeigen"
"Show Category of the News","Kategorie der Nachricht zeigen"
"default: view more","Standard: mehr anzeigen"
"Name of the Link","Linkname"
"example: view more","Beispiel: mehr anzeigen"
"Tags for the News","Tags für die Nachrichten"
"Enable Google Button for News","Google Schaltfläche Aktivieren"
"Enable Twitter Button for News","Twitter Schaltfläche Aktivieren"
"Enable Facebook Button for News","Facebook Schaltfläche Aktivieren"
"Enable LinkedIn Button for News","LinkedIn Schaltfläche Aktivieren"
"Default Meta Title","Standard Meta Titel"
"Default Meta Keywords","Standard Meta Keywords"
"Default Meta Description","Standard Meta Description"
"Short Description Image Max Width","Kurzbeschreibung Bild Max Weite"
"Short Description Image Max Height","Kurzbeschreibung Bild Max Höhe"
"Full Description Image Max Width","Vollständige Beschreibung Bild Max Weite"
"Full Description Image Max Height","Vollständige Beschreibung Bild Max Höhe"
"Resize always to Max Values","Ändern immer Max Werte"
"Send comments to email","Kommentare an E-Mail senden"
"Should comments be pre-moderated","Ist Bestätigung erforderlich"
"Should user be logged in to leave a comment","Sollten Anwender eingeloggt sein um einen Kommentar zu lassen?"
"Comments per Page","Kommentare pro Seite"
"The number of comments displayed per page","Die Anzahl der Kommentare pro Seite"
"RSS Feed","RSS Feed"
"Articles to show","Die Anzahl der Artikeln zu zeigen"
"Number of articles to show in the RSS feed.","Anzahl der Artikel in den RSS-Feed anzuzeigen"
"Enable Link ""View More""","Link ""Mehr anzeigen"" aktivieren"
"e.g. ""news"" will make the news accessible from domain.com/news. Should not contain slashes. Leave blank for default - news","e.g. ""news"" will make the news accessible from domain.com/news. Should not contain slashes. Leave blank for default - news".
"Leave blank to disable","Leer lassen um zu deaktivieren"
"Use comma for multiple words","Verwenden Sie Kommas nach mehreren Wörtern"
"e.g. domain.com/news/url_key","z.B. domain.de/nachrichten/url_key"
"e.g. Download attached document - default","z.B. Laden Sie beigefügtes Dokument - Standard"
"Print Version", "Druckversion"
"Back", "zurück"
"view more","mehr anzeigen"
"Comment(s)","Kommentar(e)"
